Id,mssubclass,mszoning,lotfrontage,lotarea,street,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremod/add,roofstyle,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,garagetype,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,screenporch,mosold,yrsold,saleprice
1319,70,RM,50.0,5250,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,None,0.0,3,4,BrkTil,3,2,1,2,425.0,684.0,2,0,SBrkr,938,1215,205,2358,0.0,0.0,2,0,4,1,3,8,Typ,0,NA,NA,0.0,0.0,0,0,Y,0,54,20,0,12,2008,122000
2231,20,RL,70.0,18044,Pave,IR1,HLS,CulDSac,Gtl,Crawfor,Norm,1Fam,1Story,8,5,1986,1986,Gable,WdShing,None,0.0,4,3,CBlock,4,3,1,1,279.0,279.0,4,1,SBrkr,2726,0,0,2726,0.0,0.0,2,1,2,1,4,6,Typ,1,Attchd,Fin,2.0,691.0,4,4,Y,216,64,169,0,8,2007,315000
2162,60,RL,79.0,9245,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,1,939.0,939.0,5,1,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,4,8,Typ,0,Attchd,RFn,2.0,639.0,3,3,Y,144,53,0,0,4,2007,213500
2622,20,RL,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Hip,Wd Sdng,None,0.0,3,3,CBlock,0,0,0,0,0.0,0.0,3,1,FuseF,1040,0,0,1040,0.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,Unf,2.0,625.0,3,3,Y,0,0,0,0,6,2006,109500
1300,20,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,516.0,789.0,5,1,SBrkr,789,0,0,789,0.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,Unf,1.0,250.0,3,3,Y,0,0,0,0,4,2008,115000
2505,120,FV,34.0,3628,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,1,1143.0,1143.0,5,1,SBrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,4,5,Typ,1,Attchd,RFn,2.0,588.0,3,3,Y,0,191,0,0,5,2006,176400
582,20,RL,68.99824046920821,9156,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,1489.0,1489.0,4,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,RFn,2.0,462.0,3,3,Y,0,0,0,0,8,2009,185750
1458,60,RL,73.0,9066,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,336.0,1004.0,5,1,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,Typ,2,Attchd,Fin,3.0,660.0,3,3,Y,224,106,0,0,12,2008,230000
281,20,RL,64.0,6410,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1958,1958,Hip,WdShing,None,0.0,3,3,CBlock,3,3,1,1,960.0,960.0,5,1,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,NA,NA,0.0,0.0,0,0,Y,0,0,0,0,5,2010,90000
1499,60,RL,313.0,63887,Pave,IR3,Bnk,Corner,Gtl,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stone,796.0,5,3,PConc,5,3,4,6,466.0,6110.0,5,1,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,5,12,Typ,3,Attchd,Fin,2.0,1418.0,3,3,Y,214,292,0,0,1,2008,160000
2298,85,RL,54.0,7244,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,VinylSd,None,0.0,3,4,CBlock,4,3,3,5,149.0,768.0,5,1,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,Unf,2.0,624.0,3,3,Y,104,0,0,0,4,2007,129500
2580,20,RL,72.0,10152,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1956,1994,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,210.0,1124.0,5,1,SBrkr,1124,0,0,1124,1.0,0.0,1,0,3,1,3,6,Typ,1,Attchd,Fin,1.0,353.0,3,3,Y,0,211,180,142,5,2006,153000
568,160,FV,30.0,3000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,Stone,76.0,4,3,PConc,4,3,3,6,318.0,612.0,5,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,Typ,0,Detchd,RFn,2.0,528.0,3,3,Y,0,234,0,0,6,2009,173733
1807,20,RL,63.0,7500,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,2006,2007,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,1100.0,1100.0,5,1,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,3,6,Typ,0,NA,NA,0.0,0.0,0,0,Y,0,136,0,0,6,2007,146000
129,50,RL,120.0,17360,Pave,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,MetalSd,Stone,340.0,3,4,CBlock,3,3,1,3,482.0,782.0,3,1,SBrkr,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,Typ,1,Attchd,Unf,2.0,470.0,3,3,Y,0,0,150,0,1,2010,172500
2294,80,RL,68.99824046920821,15957,Pave,IR1,Low,Corner,Mod,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,HdBoard,None,0.0,3,3,PConc,4,3,4,6,96.0,1244.0,3,1,SBrkr,1356,0,0,1356,2.0,0.0,2,0,3,1,3,6,Typ,1,Attchd,Fin,2.0,528.0,3,3,Y,1424,0,0,0,9,2007,188000
1860,20,RL,80.0,9600,Pave,Reg,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,1Story,6,8,1976,1976,Gable,MetalSd,None,0.0,3,3,CBlock,4,3,4,5,284.0,1262.0,5,1,SBrkr,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,Typ,1,Attchd,RFn,2.0,460.0,3,3,Y,298,0,0,0,5,2007,181500
839,60,RL,43.0,10667,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,6,70.0,799.0,5,1,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,4,6,Typ,1,Attchd,RFn,2.0,550.0,3,3,Y,158,61,0,0,4,2009,212000
2349,60,RL,81.0,10530,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,5,1978,1978,Gable,Plywood,BrkFace,68.0,3,3,CBlock,3,3,1,1,945.0,945.0,3,1,SBrkr,945,912,0,1857,0.0,0.0,2,1,4,1,3,8,Typ,1,Attchd,RFn,2.0,482.0,3,3,Y,400,105,0,0,7,2006,188900
1903,20,RL,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,3,1946,1950,Gable,WdShing,None,0.0,2,2,CBlock,2,2,1,2,367.0,666.0,2,0,SBrkr,666,0,0,666,0.0,1.0,1,0,2,1,4,4,Typ,0,NA,NA,0.0,0.0,0,0,N,0,52,0,0,4,2007,64500
234,60,RL,68.99824046920821,17082,Pave,IR1,Low,CulDSac,Mod,ClearCr,Norm,1Fam,2Story,6,5,1978,1992,Gable,VinylSd,BrkFace,288.0,3,3,PConc,4,3,3,5,153.0,1117.0,5,1,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,4,8,Typ,1,Attchd,Fin,2.0,522.0,3,3,Y,336,104,0,0,5,2010,230000
2172,50,RL,74.0,16287,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,666.0,901.0,3,1,SBrkr,901,450,0,1351,1.0,0.0,1,0,3,1,3,7,Typ,1,Detchd,Unf,2.0,576.0,3,3,N,0,0,43,100,7,2007,122000
2588,20,RL,65.0,11050,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,517.0,1005.0,5,1,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,3,6,Typ,1,Attchd,Unf,1.0,319.0,3,3,Y,0,0,0,288,7,2006,133500
1289,50,RM,60.0,10440,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,None,0.0,4,4,BrkTil,4,3,1,2,1017.0,1510.0,5,1,SBrkr,1584,1208,0,2792,0.0,0.0,2,0,5,1,3,8,Mod,2,Detchd,Unf,2.0,520.0,2,3,Y,0,547,0,480,6,2008,256000
1596,160,RM,41.0,2665,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CemntBd,None,0.0,3,3,PConc,4,3,1,5,232.0,550.0,3,1,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,Attchd,Unf,1.0,336.0,3,3,Y,92,26,0,0,5,2008,129500
264,20,RL,80.0,10389,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,Hip,CemntBd,BrkFace,320.0,4,3,PConc,4,3,1,6,296.0,1978.0,5,1,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,4,8,Typ,1,Attchd,RFn,3.0,850.0,3,3,Y,188,25,0,0,5,2010,318000
451,20,RL,70.0,9658,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,Stone,383.0,4,3,PConc,4,3,1,1,1598.0,1598.0,4,1,SBrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,4,6,Typ,1,Attchd,RFn,3.0,871.0,3,3,Y,230,60,0,0,7,2009,255900
536,20,RL,63.0,7500,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,1158.0,1158.0,5,1,SBrkr,1158,0,0,1158,0.0,0.0,1,1,3,1,4,5,Typ,0,NA,NA,0.0,0.0,0,0,Y,0,50,0,0,8,2009,143500
43,20,RL,79.0,14122,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2005,2006,Hip,CemntBd,BrkFace,240.0,4,3,PConc,5,3,1,6,1794.0,1822.0,5,1,SBrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,Typ,1,Attchd,RFn,3.0,678.0,3,3,Y,0,119,0,0,2,2010,259000
2223,20,RL,68.99824046920821,21000,Pave,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,2,5,905.0,1809.0,3,1,SBrkr,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,Typ,2,Basment,Unf,2.0,450.0,3,3,Y,166,120,192,0,10,2007,217000
2009,50,RL,70.0,8737,Pave,IR1,Bnk,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,BrkFace,None,0.0,3,3,BrkTil,4,3,1,3,765.0,1065.0,5,1,FuseA,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,Typ,1,Detchd,Unf,2.0,440.0,3,3,Y,0,38,0,0,5,2007,210000
394,20,RL,68.99824046920821,8750,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,174.0,1002.0,3,1,SBrkr,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,Typ,0,Detchd,Unf,2.0,902.0,3,3,Y,0,0,0,0,8,2009,148500
1738,60,RL,73.0,8499,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2006,2007,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,616.0,616.0,5,1,SBrkr,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,Typ,1,BuiltIn,Fin,2.0,432.0,3,3,Y,0,36,0,0,3,2007,156932
1196,90,RL,72.0,11072,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,1728.0,1728.0,3,1,SBrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,Typ,0,Detchd,Unf,2.0,576.0,3,3,Y,0,0,0,0,11,2008,145000
828,20,RL,64.0,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,6,380.0,1282.0,5,1,SBrkr,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,RFn,2.0,662.0,3,3,Y,168,0,0,0,5,2009,200000
1694,20,RL,105.0,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2005,2006,Hip,VinylSd,BrkFace,400.0,5,3,PConc,5,3,4,6,564.0,1994.0,5,1,SBrkr,2046,0,0,2046,1.0,0.0,2,1,2,1,5,7,Typ,2,Attchd,Fin,3.0,878.0,3,3,Y,188,65,0,175,8,2007,450000
571,160,FV,34.0,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,BrkFace,894.0,3,3,PConc,4,3,1,6,348.0,729.0,4,1,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,Typ,0,Detchd,Unf,2.0,440.0,3,3,Y,0,24,0,0,3,2009,172500
1192,60,RL,90.0,10800,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,7,1974,1997,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,384.0,1522.0,3,1,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,Typ,1,Attchd,RFn,2.0,624.0,3,3,Y,38,243,0,0,6,2008,240000
1806,60,FV,102.0,11143,Pave,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,8,5,2004,2005,Gable,CemntBd,None,0.0,4,3,PConc,4,3,1,1,1580.0,1580.0,5,1,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,Typ,1,Attchd,RFn,2.0,610.0,3,3,Y,159,214,0,0,12,2007,340000
962,20,RL,73.0,8925,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1450.0,1466.0,5,1,SBrkr,1466,0,0,1466,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,Fin,3.0,610.0,3,3,Y,100,18,0,0,7,2009,201000
2142,20,RL,120.0,10356,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,3,4,253.0,969.0,3,1,SBrkr,969,0,0,969,0.0,0.0,1,1,3,1,3,5,Typ,0,Attchd,Unf,2.0,440.0,3,3,Y,0,0,0,0,1,2007,122000
1648,20,RL,93.0,12299,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,1978,1985,Gable,Plywood,Stone,67.0,3,3,CBlock,4,3,1,6,201.0,1529.0,3,1,SBrkr,1664,0,0,1664,1.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,Fin,2.0,663.0,3,3,Y,0,0,0,0,9,2007,213000
618,20,RL,90.0,9900,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkComm,None,0.0,4,3,CBlock,3,3,1,3,507.0,1680.0,3,1,SBrkr,1691,0,0,1691,1.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,Unf,2.0,550.0,4,3,Y,0,67,260,0,4,2009,175000
2108,20,RL,64.0,6762,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,BrkFace,108.0,4,3,PConc,4,3,1,6,544.0,1208.0,5,1,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,Typ,0,Attchd,RFn,2.0,628.0,3,3,Y,105,54,0,0,9,2007,195400
772,20,RL,75.0,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Hip,HdBoard,BrkFace,172.0,3,3,CBlock,3,3,1,4,525.0,1052.0,3,1,SBrkr,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,Typ,1,Attchd,Fin,1.0,668.0,3,3,Y,0,215,0,0,4,2009,113500
2672,50,RL,65.0,6435,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,972.0,972.0,4,1,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,2,6,Typ,1,Detchd,Unf,1.0,312.0,3,3,Y,0,0,0,0,10,2006,140200
2492,20,RL,65.0,8450,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,6,1968,1968,Gable,Plywood,BrkFace,90.0,3,3,CBlock,3,3,1,4,450.0,882.0,3,1,SBrkr,909,0,0,909,0.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,Unf,1.0,294.0,3,3,Y,0,155,0,0,11,2006,116000
2903,20,RL,88.0,11577,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,BrkFace,382.0,5,3,PConc,4,3,4,6,383.0,1838.0,5,1,SBrkr,1838,0,0,1838,1.0,0.0,2,0,3,1,5,9,Typ,1,Attchd,Fin,3.0,682.0,3,3,Y,161,225,0,0,9,2006,359900
2783,60,RL,50.0,8340,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,6,1977,1977,Gable,HdBoard,BrkFace,62.0,3,3,CBlock,4,3,3,6,166.0,675.0,3,1,SBrkr,686,702,0,1388,0.0,0.0,1,1,3,1,3,6,Typ,0,Attchd,Unf,1.0,317.0,3,3,Y,406,36,0,0,12,2006,157500
786,20,RL,68.99824046920821,10708,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,5,5,1955,1993,Hip,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,2,470.0,1617.0,5,1,FuseA,1867,0,0,1867,1.0,0.0,1,0,2,1,3,7,Typ,3,Attchd,Fin,1.0,303.0,3,3,Y,476,0,0,142,11,2009,190000
740,30,RM,60.0,6911,Pave,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,None,0.0,3,3,PConc,3,3,2,2,740.0,1145.0,3,1,SBrkr,1301,0,0,1301,0.0,0.0,1,0,2,1,2,5,Min1,0,Detchd,Unf,2.0,440.0,3,3,Y,0,0,0,0,10,2009,100000
2546,20,RL,80.0,8800,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Hip,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,1,4,698.0,1251.0,3,1,SBrkr,1251,0,0,1251,1.0,0.0,1,0,3,1,3,6,Typ,2,Attchd,RFn,1.0,461.0,3,3,Y,0,116,0,0,3,2006,160000
851,20,RL,65.0,10739,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2002,2001,Gable,VinylSd,BrkFace,68.0,4,3,PConc,4,3,1,6,172.0,1431.0,5,1,SBrkr,1444,0,0,1444,1.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,RFn,2.0,577.0,3,3,Y,144,40,0,0,4,2009,203000
1833,60,RL,68.99824046920821,9572,Pave,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,BrkFace,336.0,4,3,PConc,5,3,1,6,971.0,1453.0,5,1,SBrkr,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,RFn,2.0,750.0,4,4,Y,500,0,0,0,6,2007,302000
76,120,RL,50.0,8012,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,None,0.0,3,3,CBlock,4,3,1,4,261.0,923.0,3,1,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,3,5,Typ,1,Attchd,RFn,1.0,264.0,3,3,Y,80,0,0,0,5,2010,143000
2151,60,RL,66.0,16226,Pave,IR3,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,747.0,1028.0,5,1,SBrkr,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,Typ,1,BuiltIn,Fin,2.0,683.0,3,3,Y,208,50,0,0,5,2007,267000
1880,90,RL,68.99824046920821,10899,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,4,5,1964,1964,Gable,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,3,0,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,Typ,0,CarPort,Unf,3.0,530.0,3,3,Y,0,0,0,0,4,2007,103000
2907,120,RM,32.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,36.0,1237.0,5,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,Typ,0,Attchd,Fin,2.0,405.0,3,3,Y,0,199,0,0,3,2006,153500
1831,85,RL,68.99824046920821,16647,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,0.0,1390.0,3,1,SBrkr,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,Min2,2,Basment,Fin,2.0,611.0,3,3,Y,0,0,0,0,1,2007,171000
2836,50,RL,62.0,8707,Pave,Reg,Lvl,FR2,Gtl,Edwards,Feedr,1Fam,1.5Fin,4,5,1924,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,1093.0,1093.0,3,0,FuseF,1093,576,0,1669,0.0,0.0,1,1,4,1,3,9,Min2,0,Attchd,Unf,1.0,288.0,2,3,Y,0,0,56,0,5,2006,107000
1955,20,RL,66.0,8300,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1968,1968,Gable,Wd Sdng,BrkFace,86.0,3,3,CBlock,3,3,2,3,0.0,952.0,4,1,SBrkr,952,0,0,952,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,Unf,1.0,288.0,3,3,Y,0,0,0,0,8,2007,128500
1926,20,RL,72.0,9770,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,410.0,922.0,3,1,FuseA,922,0,0,922,1.0,0.0,1,0,2,1,3,5,Typ,0,Attchd,Unf,1.0,308.0,3,3,Y,0,34,0,0,4,2007,116000
2924,20,RL,80.0,17400,Pave,Reg,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1977,1977,Gable,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,190.0,1126.0,2,1,SBrkr,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,Typ,1,Attchd,RFn,2.0,484.0,3,3,P,295,41,0,0,5,2006,160000
1003,120,RL,39.0,5070,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,HdBoard,None,0.0,4,3,PConc,4,3,2,1,1280.0,1280.0,5,1,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,Typ,0,Attchd,RFn,2.0,506.0,3,3,Y,0,82,0,144,8,2008,180000
1667,20,RL,66.0,7920,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1970,2002,Gable,HdBoard,BrkFace,32.0,3,3,CBlock,3,3,1,5,214.0,914.0,5,1,SBrkr,914,0,0,914,0.0,0.0,1,0,3,1,5,5,Typ,0,Attchd,RFn,1.0,368.0,3,4,Y,120,0,0,0,10,2007,133000
2905,90,RM,78.0,7020,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,MetalSd,BrkFace,200.0,3,4,PConc,4,3,4,6,45.0,1288.0,4,1,SBrkr,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,Typ,0,Attchd,Fin,4.0,784.0,3,3,Y,0,48,0,0,11,2006,215000
921,70,RL,68.99824046920821,7500,Pave,IR1,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,224.0,771.0,2,1,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,Typ,2,Attchd,Unf,1.0,213.0,3,3,P,0,0,0,224,11,2009,177500
1780,20,RL,76.0,10612,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,BrkFace,248.0,4,3,PConc,4,3,2,6,1496.0,1524.0,4,1,SBrkr,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,Fin,2.0,484.0,3,3,Y,168,46,0,0,1,2007,215000
746,50,RM,51.0,6120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,2,679.0,952.0,3,1,FuseA,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,Typ,1,Detchd,Unf,1.0,250.0,2,3,Y,189,0,34,0,2,2009,150000
